8.93876413276385E-6,-6.02454093138822E-9
3.21845564048397E-5,-3.16434767613873E-9
4.38366848995931E-5,-8.05473651812931E-8
5.19875489957526E-5,-1.88001103387668E-7
5.82554079474887E-5,-3.17351532933702E-7
6.34367056413121E-5,-4.32924145107829E-7
6.72799334814825E-5,-5.81402465224633E-7
7.00343938479881E-5,-7.10609490746782E-7
7.52256195126961E-5,-8.50902750423271E-7
7.96071639963807E-5,-9.93909655474849E-7
8.29054565457807E-5,-1.13137895898864E-6
8.43163315192531E-5,-1.2797579993966E-6
8.76157271765292E-5,-1.41997404152176E-6
9.09107104023011E-5,-1.54920312920143E-6
9.36728925239392E-5,-1.69763732500319E-6
9.61548852450595E-5,-1.82133984222384E-6
9.91873287963307E-5,-1.96978506910436E-6
1.01675940164708E-4,-2.10996801799324E-6
1.03889877671947E-4,-2.23915298135787E-6
1.06377385932448E-4,-2.37658919163537E-6
1.09409829483719E-4,-2.5250344185159E-6
1.11632591853967E-4,-2.67619329077151E-6
1.13035745072307E-4,-2.80534516089986E-6
1.15521047117055E-4,-2.93728789395462E-6
1.18016277132688E-4,-3.09395127451174E-6
1.20233523963556E-4,-3.23137645371049E-6
1.2218050936479E-4,-3.36879060183048E-6
1.24127494766025E-4,-3.50620474995046E-6
1.26618312350154E-4,-3.65188117606209E-6
1.28832249857393E-4,-3.78106613942672E-6
1.31053909119765E-4,-3.92947827307096E-6
1.33274465274261E-4,-4.07514366810383E-6
1.34953395461614E-4,-4.2180402623678E-6
1.36630119433215E-4,-4.35544337940903E-6
1.39120937017344E-4,-4.50111980552066E-6
1.41607342169969E-4,-4.63580927718679E-6
1.4328406614157E-4,-4.77321239422802E-6
1.449640994368E-4,-4.91885572710336E-6
1.46907775514406E-4,-5.04802965938923E-6
1.48587808809636E-4,-5.19367299226458E-6
1.50803952532627E-4,-5.32835143285195E-6
1.52485088935733E-4,-5.47674150433867E-6
1.54701232658724E-4,-5.61141994492605E-6
1.57196462674357E-4,-5.76808332548317E-6
1.59142344967716E-4,-5.90275073499178E-6
